,mean_top1_train,mean_top1_val,mean_top5_train,mean_top5_val,pred_train,pred_val
n02096437,0.8598615916955017,0.84,0.9446366782006921,0.94,[194 194 194 ... 194 257 194],"[194 194 194 182 194 194 194 182 202 194 194 194 194 194 194 203 193 194
 194 194 194 194 194 153 194 194 194 194 194 194 194 194 194 194 174 153
 194 194 194 194 194 194 194 194 194 194 194 194 194 194]"
n03065424,0.79,0.66,0.943076923076923,0.88,[646 506 506 ... 506 506 506],"[645 703 506 506 506 421 506 506 448 113 506 506 506 113 701 506 512 506
 506 506 506 506 506 506 506 538 506 506 506 506 902 624 506 506 905 506
 538 506 808 506 932 506 506 506 646 966 506 506 506 506]"
n03763968,0.7469230769230769,0.7,0.93,0.88,[652 652 652 ... 652 652 652],"[652 652 652 652 652 652 652 652 760 661 652 652 652 515 457 603 652 652
 652 652 652 652 652 715 652 652 865 652 847 652 652 586 652 652 652 715
 652 652 652 652 652 830 652 652 715 118 652 705 621 652]"
n02321529,0.9038461538461539,0.76,0.9746153846153847,0.9,[329 329 329 ... 329 329 329],"[329   6 327 973 329 329 329 116 329 329 110 108 329 329 329 329 329 329
 329 329 328 329 329 329 124 329 329 329 329 329 329 329 329 329 329 445
 126 329 329 112 329 329 329 329 329 329 329 329   4 329]"
n04462240,0.7530769230769231,0.56,0.95,0.92,[865 476 865 ... 865 424 865],"[865 865 865 865 865 582 865 648 917 860 417 865 850 865 865 865 865 509
 509 865 865 719 509 865 865 865 865 454 865 865 850 865 453 865 860 865
 865 773 865 448 865 621 706 406 858 865 788 509 865 865]"
n03857828,0.8884615384615384,0.94,0.946923076923077,0.96,[688 688 590 ... 688 688 688],"[688 688 688 688 688 688 688 589 688 688 688 688 688 688 688 688 922 688
 688 688 688 688 688 688 688 688 688 688 688 688 688 688 688 688 688 688
 688 688 688 651 688 688 688 688 688 688 688 688 688 688]"
n02123159,0.3730769230769231,0.12,0.9484615384615385,0.96,[292 292 281 ... 281 837 282],"[281 292 281 263 359 281 281 281 281 285 282 292 282 285 292 292 285 292
 282 292 283 281 281 281 282 674 263 292 281 281 285 292 292 282 281 292
 797 292 281 292 282 292 287 281 281 281 283 281 281 281]"
n03874293,0.9546153846153846,0.84,0.9846153846153847,0.9,[694 694 694 ... 694 694 694],"[559 694 791 694 694 694 694 694 460 694 694 694 449 694 694 694 694 562
 694 694 694 694 694 694 694 694 694 694 694 694 519 694 694 694 694 839
 694 694 694 694 694 694 694 694 694 694 694 710 694 694]"
n03344393,0.9153846153846154,0.94,0.9861538461538462,0.96,[839 554 554 ... 554 554 554],"[460 554 554 554 554 554 762 554 554 554 554 554 554 554 554 554 554 554
 554 554 554 554 554 554 554 554 625 554 554 554 554 554 554 554 554 554
 554 554 554 554 554 554 554 554 554 554 554 554 554 554]"
n02123045,0.7038461538461539,0.6,0.9623076923076923,0.92,[282 281 281 ... 281 281 281],"[282 287 281 281 281 281 526 285 281 285 285 281 281 281 283 287 278 285
 282 281 281 750 281 281 281 282 281 272 281 281 281 999 281 281 285 700
 281 281 281 281 281 281 289 281 281 282 281 281 281 285]"
n07873807,0.9115384615384615,0.78,0.9792307692307692,0.9,[963 963 963 ... 963 963 964],"[962 927 963 963 963 948 949 963 963 963 963 963 963 963 963 963 963 963
 963 963 492 963 963 963 963 963 963 963 963 963 335 963 963 962 963 963
 963 415 963 963 118 122 963 963 963 963 963 963 945 963]"
n07565083,0.8738461538461538,0.86,0.9638461538461538,0.94,[922 922 922 ... 922 922 922],"[458 922 922 922 922 922 922 922 509 922 922 922 922 549 922 922 922 922
 922 922 922 922 921 922 922 922 922 886 922 922 922 922 922 922 922 922
 922 458 922 922 922 922 922 922 922 756 922 922 922 922]"
n03492542,0.8369230769230769,0.78,0.9423076923076923,0.88,[592 446 592 ... 592 592 592],"[592 592 592 688 593 592 592 592 592 592 592 592 592 592 592 592 592 592
 592 592 692 592 592 592 571 632 592 480 592 754 458 592 592 592 605 592
 786 473 592 592 592 592 592 592 592 592 592 592 592 592]"
n03944341,0.9051029543419875,0.76,0.945389435989257,0.84,[723 723 723 ... 723 723 723],"[801 723 723 830 448 723 723 723 723 723 723 723 723 723 723 723 723 647
 723 723 237 723 719 723 723 417 883 723 880 723 723 723 723 723 716 723
 723 723 723 723 723 723 723 723 723 679 684 723 723 723]"
n10565667,0.9261538461538461,0.86,0.9876923076923076,0.92,[983 983 983 ... 983 983 983],"[983 983 983 234 983 983 983 983 983 983 983 983 983 983 983 983 983 983
 983 983 983 983 983 983 983 801 983 983 983 983 983 983 983 983 837 983
 983 983 842  33 983 983 983 679 983 983 983 983 801 983]"
n02802426,0.9415384615384615,0.94,0.9753846153846154,0.98,[788 882 430 ... 430 430 430],"[430 430 615 430 430 430 430 430 430 430 430 430 430 430 430 430 430 430
 430 430 430 430 430 430 430 430 981 430 430 430 430 430 430 430 430 430
 430 430 430 430 430 430 430 430 430 430 430 430 444 430]"
n07590611,0.7911227154046997,0.8,0.97911227154047,1.0,[926 942 521 ... 926 926 926],"[618 926 926 926 926 909 926 926 909 926 926 926 926 926 926 926 926 926
 926 926 909 926 926 926 926 926 544 926 926 926 926 926 926 926 469 926
 926 926 909 809 926 926 926 926 469 567 926 926 926 926]"
n03623198,0.7907692307692308,0.72,0.9069230769230769,0.88,[615 615 465 ... 615 615 615],"[615 615 615 748 615 615 560 529 615 615 615 615 608 615 615 615 615 514
 615 615 615 775 615 615 443 615 615 589 615 740 615 655 615 518 615 615
 615 615 615 615 615 615 615 615 615 615 784 828 615 842]"
n04336792,0.7369230769230769,0.62,0.9007692307692308,0.76,[830 830 864 ... 830 819 830],"[499 625 560 830 916 830 491 830 830 559 830 768 830 830 603 428 830 830
 774 830 830 830 645 830 830 830 830 830 830 830 764 879 830 830 424 537
 830 552 830 971 830 830 645 972 830 830 830 830 830 830]"
n02488702,0.8561538461538462,0.84,0.9584615384615385,0.92,[375 375 375 ... 375 375 375],"[384 375 375 375 375 368 370 375 375 375 375 375 375 375 375 375 375 367
 369 375 369 375 375 379 375 375 375 375 375 375 375 375 210 375 375 375
 375 375 375 375 375 375 375 375 375 375 375 375 375 375]"
n01755581,0.7469230769230769,0.66,0.936923076923077,0.84,[67 67 67 ... 67 67 67],"[ 67  67  67  67  67  67  62  67  68  67  67  49  67  67  67 606  67  54
  62  67  67  44 491  63 298  54  67  67  66  67  67  67  68  67  67 377
  67  54  67  67  67  67  67  67  67  67  67  45  67 350]"
n03697007,0.8369230769230769,0.62,0.9523076923076923,0.88,[634 634 825 ... 634 634 634],"[519 634 634 561 634 634 634 634 634 577 517 449 912 792 565 634 634 634
 489 425 467 634 634 491 634 634 634 634 743 634 634 634 634 634 634 856
 634 912 634 425 634 634 491 634 634 634 506 519 634 634]"
n02099267,0.7584615384615384,0.66,0.9546153846153846,0.86,[205 224 208 ... 205 205 205],"[205 256 205 177 205 205 205 256 214 224 205 214 205 205 205 205 205 205
 205 205 241 205 205 197 205 205 205 182 205 208 205 267 205 205 205 224
 197 208 225 205 205 205 205 205 208 205 205 205 256 205]"
n04127249,0.7172359015091342,0.56,0.8562351072279587,0.76,[772 490 772 ...  70 772 772],"[772 584 893 772 506 679 772 950 772 772 464 772 772 772 921 772 772 772
 772 414 506 679 772 446 721 772 772 772 703  53 772 692 772 772 772 772
 859 695 772 679 772 772 616 772 772 748 679 950 772 772]"
n04065272,0.8684615384615385,0.78,0.9661538461538461,0.94,[867 757 757 ... 757 757 654],"[483 757 757 757 757 757 757 757 757 757 757 757 882 757 407 757 757 757
 757 757 555 654 757 867 757 734 734 757 757 757 757 705 757 757 757 757
 757 757 757 757 757 654 705 757 757 757 757 757 757 757]"
n03291819,0.7292307692307692,0.52,0.9538461538461539,0.84,[549 517 692 ... 692 549 446],"[549 549 549 916 666 549 591 470 549 549 312 549 549 922 549 549 549 692
 549 549 549 692 549 448 596 549 868 591 549 711 591 918 921 868 549 549
 549 549 549 549 419 647 692 549 692 549 478 692 549 409]"
n02091831,0.8053846153846154,0.7,0.9646153846153847,0.92,[176 176 176 ... 176 176 176],"[176 176 171 176 176 176 160 214 176 176 176 176 176 176 176 208 176 176
 171 176 176 176 172 176 176 176 176 176 273 176 176 176 176 212 176 273
 176 172 181 176 176 172 173 172 176 176 176 176 253 176]"
n02094258,0.7284615384615385,0.58,0.9376923076923077,0.96,[186 186 193 ... 185 186 186],"[186 186 203 186 192 186 186 184 193 186 201 204 192 192 186 186 193 186
 186 187 186 186 186 185 192 193 186 192 203 186 186 185 185 186 186 265
 186 192 186 186 186 186 186 186 202 186 186 185 186 186]"
n03131574,0.8861538461538462,0.82,0.9853846153846154,0.98,[520 520 729 ... 520 520 520],"[520 520 894 431 520 520 520 520 520 520 520 520 520 520 520 520 520 520
 516 520 431 516 520 520 520 520 520 520 520 421 520 520 520 520 520 520
 520 520 520 520 520 431 520 520 520 520 520 520 516 790]"
n03445924,0.9,0.8,0.9676923076923077,0.92,[621 575 575 ... 575 575 575],"[575 561 661 575 575 575 575 575 575 575 575 575 864 575 575 417 575 575
 661 575 575 575 575 575 575 575 575 575 656 575 575 751 575 575 575 407
 864 561 575 575 575 575 575 575 575 575 575 575 575 575]"
n03710193,0.796923076923077,0.76,0.9384615384615385,0.92,[412 637 637 ... 637 637 637],"[637 637 637 662 448 744 448 637 637 716 637 637 637 637 637 637 637 637
 637 637 637 637 637 637 637 637 637 637 571 637 637 637 695 703 412 637
 637 637 637 412 637 464 637 637 637 637 637 637 704 637]"
n02704792,0.8307692307692308,0.66,0.9692307692307692,0.94,[609 408 408 ... 408 408 408],"[408 847 408 408 408 408 408 408 575 408 408 820 586 408 586 609 408 586
 408 408 408 408 847 408 408 408 408 408 408 803 847 408 847 625 733 408
 847 408 408 408 814 408 408 847 408 408 408 408 847 408]"
n02894605,0.7607692307692308,0.66,0.9592307692307692,0.92,[460 460 460 ... 147 460 460],"[437 460 460 460 460 977 460 460 976 437 460 460 975 460 460 460 517 460
 972 460 460 913 460 460 460 978 525 437 460 562 460 460 460 472 460 460
 405 460 460 460 460 913 978 825 460 460 460 460 460 460]"
n04590129,0.7546153846153846,0.54,0.9507692307692308,0.82,[905 905 905 ... 905 905 905],"[892 905 811 789 905 905 905 904 904 904 905 905 905 905 905 905 905 648
 799 283 753 905 799 905 789 905 905 905 905 797 905 905 905 905 743 905
 905 470 799 750 904 402 904 905 905 794 896 619 905 905]"
n01440764,0.9223076923076923,0.86,0.9823076923076923,0.92,[  0 389   0 ...   0 391   0],"[  0   0   0   0   0  30   0 391   0   0   0   0   0   0   0   0   0   0
   0   0   0  48   0   0   0   0   0   0   0   0   0   0 391   0   0   0
   0   0 693   0   0 133   0   0   0   0   0 329   0   0]"
n02325366,0.8238461538461539,0.74,0.9523076923076923,0.96,[330 330 330 ... 330 330 330],"[330 330 330 330 330 330 330 330 332 330 330 330 330 330 331 330 330 331
 330 330 331 330 330 330 331 330 330 330 330 330 330 331 330 331 330 330
 330 105 331 335 330 331 330 330 330 330 330 336 331 330]"
n03690938,0.6029874213836478,0.58,0.9166666666666666,0.92,[680 898 631 ... 631 838 631],"[631 631 631 631 631 631 478 631 631 631 551 804 631 585 631 838 631 631
 470 631 631 720 804 838 711 631 838 631 902 631 838 804 631 631 631 626
 459 585 631 631 588 631 631 838 969 838 631 631 631 631]"
n02128925,0.8461538461538461,0.76,0.9876923076923076,0.94,[290 290 290 ... 290 290 290],"[290 290 290 290 290 290 101 290 290 290 290 288 289 290 290 290 290 293
 295 290 290 290 290 288 290 288 290 288 290 288 290 290 288 289 290 290
 290 290 290 290 290 290 290 293 290 290 290 290 290 290]"
n02018795,0.9338461538461539,0.94,0.9746153846153847,0.98,[138 138 138 ... 138 138 138],"[138 138 138 138  81 138 894 138 138 138 138 138 138 138 138 138 138 138
 138 138 138 138 138 138 138 138 138 138 138 138 138 138 138 138 138 138
 138 138 276 138 138 138 138 138 138 138 138 138 138 138]"
n02906734,0.786923076923077,0.6,0.9292307692307692,0.84,[462 462 462 ... 462 462 462],"[462 462 462 792 462 462 731 843 704 462 462 462 840 462 506 462 462 840
 462 462 696 462 462 462 578 462 462 462 462 462 606 462 462 462 462 840
 204 840 462 270 462 696 462 696 799 601 792 462 618 462]"
n03658185,0.5882352941176471,0.3,0.8833671399594321,0.56,"[777 623 623 623 473 623 623 623 696 623 499 623 623 777 623 623 623 418
 618 728 462 600 623 623 623 623 749 623 623 623 910 623 623 623 769 623
 623 512 777 623 418 623 623 623 623 499 473 464 623 777 623 769 623 623
 813 623 623 623 777 623 623 623 623 623 644 777 623 623 623 623 777 584
 618 777 623 418 623 623 723 418 623 623 623 512 623 499 591 623 777 451
 623 623 772 418 623 623 584 674 623 418 623 477 623 623 512 623 623 644
 477 777 892 623 499 623 633 623 623 623 560 618 623 623 623 623 623 623
 551 418 478 623 623 623 623 623 623 623 777 618 623 902 600 477 623 623
 623 623 623 772 623 512 623 623 777 623 623 473 623 845 623 549 512 623
 623 777 696 816 623 623 777 477 623 446 623 813 623 623 922 623 623 623
 623 623 623 623 623 418 623 623 623 784 777 512 783 623 623 623 623 623
 623 623 623 623 623 623 512 623 623 623 418 623 792 623 623 623 777 777
 418 593 777 623 623 623 623 623 623 623 816 623 418 902 477 623 623 496
 777 418 623 777 623 473 684 902 623 623 623 623 784 512 767 623 432 623
 623 623 623 623 623 623 692 623 623 596 623 623 623 777 623 623 593 777
 769 418 623 623 650 623 623 473 623 777 623 623 623 563 623 623 626 563
 605 623 623 473 623 883 623 813 623 623 623 623 551 623 623 499 623 778
 623 623 623 587 623 623 623 623 696 623 623 726 623 623 418 623 623 623
 769 767 767 542 960 526 623 623 111 623 623 623 777 726 418 623 623 523
 623 623 623 584 623 623 623 846 623 457 784 623 623 623 623 623 623 623
 749 593 623 623 623 584 767 623 418 623 623 623 777 623 623 777 623 623
 623 623 816 677 777 623 623 623 623 777 623 473 623 623 623 777 623 760
 777 777 623 777 473 409 813 623 679 623 418 623 623 623 623 623 623 623
 623 623 623 623 767 623 777 623 777 623 777 623 623 499 499 623 461 418
 623 456 623 680 813 499 623 473 633 623 623 784 418 623 623 777 623 773
 623 777 777 563 623 623 623 784 623 418 623 777 418 623 418 526 623 464
 623 623 623 623 623 623 418 623 623 623 623 418 767 623 623 845 777 623
 623 777 623 772 473 623 929 473 623 623 623 777 418 692 623 676 623 623
 446 777 418 623 623 418 623 422 623 777 623 623 772 623 512 623 623 464
 636 623 623 623 677 623 709 623 446 813 784 777 623 777 816 623 692 623
 623 623 623 623 591 623 623 111 623 777 749 623 623 623 623 418 623 623
 623 777 623 784 623 777 623 623 623 446 784 623 623 623 623 623 623 777
 696 503 623 623 512 626 816 623 623 777 623 623 623 623 626 783 623 623
 749 813 749 524 623 623 623 677 623 767 419 623 623 623 503 623 549 623
 549 395 623 546 623 623 623 673 623 623 784 749 623 623 623 777 418 623
 783 623 618 623 623 784 749 623 623 623 623 623 563 623 623 623 623 623
 623 587 623 623 563 623 623 618 623 845 623 696 731 600 623 865 623 623
 623 623 623 813 623 623 405 777 477 623 778 623 629 623 777 813 623 777
 623 623 907 777 623 784 623 623 623 777 623 623 623 623 623 623 623 623
 512 623 616 623 623 623 623 767 623 623 473 623 623 623 623 777 623 777
 623 597 817 623 699 623 623 845 418 623 784 623 623 623 623 777 777 777
 503 623 477 549 623 846 418 623 623 709 784 587 714 769 477 623 777 623
 456 623 473 623 623 623 473 623 418 623 623 464 623 623 623 623 418 526
 623 623 623 623 623 845 623 563 623 623 777 623 623 473 623 446 623 584
 623 623 584 812 777 696 623 749 623 623 623 623 623 623 623 777 744 623
 418 623 623 623 623 623 961 473 777 623 692 419 777 623 499 710 777 623
 596 623 623 507 623 623 623 773 512 714 777 623 644 623 623 512 596 623
 662 623 563 623 623 418 777 623 623 623 512 418 623 623 623 623 623 902
 893 623 473 623 767 623 813 713 623 666 623 880 522 999 623 623 623 623
 618 777 623 623 623 623 600 784 623 623 623 623 549 623 623 777 623 623
 623 623 623 600 623 633 623 623 623 677 623 623 623 623 623 623 623 623
 623 563 623 623 563 623 623 418 623 623 784 623 623 623 623 512 682 692
 777 623 623 418 828 623 623 563 777 623 816 845 623 473 623 623 623 623
 623 623 629 549 623 784 777 418 477 623 623 623 623 623 623 623 623 512
 418 623 623 623 623 473 784 623 910 623 667 623 623 777]","[777 626 623 749  38 987 767 749 726 114 910 623 769 492 623 496 623 623
 716 623 777 777 623 623 882 767 418 605 868 446 623 623 623 541 623 419
 549 600 623 563 961 644 477 499 696 542 623 623 872 767]"
n02111277,0.78,0.76,0.9361538461538461,0.96,[256 256 256 ... 256 256 256],"[234 233 256 256 256 256 205 205 256 256 256 244 361 256 256 256 256 233
 256 256 256 256 256 267 215 256 256 256 256 205 256 256 256 256 244 256
 256 256 693 256 256 256 256 256 256 256 256 256 256 256]"
n02096177,0.7284615384615385,0.76,0.9284615384615384,0.98,[203 192 192 ... 192 192 202],"[203 192 192 193 192 182 203 192 192 184 192 185 192 192 192 182 192 192
 192 192 193 192 192 192 192 192 192 192 192 192 192 192 192 192 192 182
 286 199 192 192 186 192 192 192 192 192 192 192 192 192]"
n03063599,0.6776923076923077,0.46,0.9315384615384615,0.8,[504 504 967 ... 725 504 968],"[504 504 504 673 504 503 846 470 582 882 504 735 504 310 968 504 504 968
 504 504 504 725 504 499 504 750 504 593 748 504 968 527 967 868 968 504
 504 504 504 967 899 968 504 850 967 968 504 968 504 504]"
n02950826,0.833076923076923,0.84,0.943076923076923,0.9,[471 847 471 ... 471 471 471],"[471 471 471 471 920 471 471 471 694 471 471 471 471 471 471 403 471 471
 471 471 471 471 471 471 471 471 471 471 471 471 730 637 690 471 471 471
 471 596 471 471 471 471 471 520 471 471 471 471 471 471]"
n02776631,0.6415384615384615,0.4,0.9161538461538462,0.66,[415 424 415 ... 509 454 415],"[965 923 424 454 415 415 931 424 480 859 415 415 467 415 941 415 467 415
 868 415 928 813 934 931 415 415 498 415 961 859 762 857 415 928 443 415
 934 415 415 868 415 411 931 591 415 790 922 415 415 415]"
n04366367,0.8538461538461538,0.66,0.9707692307692307,0.9,[839 839 839 ... 839 839 839],"[694 839 839 839 718 839 839 839 580 978 718 839 718 718 979 839 716 839
 580 839 839 839 839 839 718 839 839 839 718 839 975 839 718 839 839 580
 525 839 839 839 839 839 718 839 839 839 839 839 839 839]"
n04099969,0.86,0.64,0.9561538461538461,0.84,[765 765 765 ... 857 765 559],"[765 706 765 765 765 406 765 559 765 765 765 765 765 850 412 621 409 716
 765 765 765 765 857 765 716 765 559 765 765 765 564 765 532 765 765 706
 559 765 765 703 765 765 765 765 765 703 453 765 765 765]"
n04252077,0.9376923076923077,0.86,0.9853846153846154,0.96,[678 802 802 ... 802 802 802],"[802 802 802 802 802 802 802 802 671 802 802 537 802 802 802 802 802 802
 802 537 802 802 802 802 802 802 802 802 802 802 537 802 802 802 802 701
 450 802 802 802 802 802 802 802 802 802 802 802 792 802]"
n04192698,0.7776923076923077,0.56,0.9215384615384615,0.78,[787 787 787 ... 787 787 556],"[787 406 539 787 787 787 787 538 787 426 868 787 367 787 787 835 640 835
 787 787 751 787 787 787 787 787 787 787 428 643 636 787 787 787 835 634
 787 787 787 464 642 577 921 787 787 787 597 450 787 937]"
