class_number,wordnet_id,label,uri,n_train,n_val,n_humans_train,n_humans_val,Nunique_humans_train,gender_skewness_train,age_min_train,age_max_train,n_women_train,mean_age_women_train,std_age_women_train,n_men_train,mean_age_men_train,std_age_men_train,age_min_val,age_max_val,Nunique_humans_val,gender_skewness_val,n_women_val,mean_age_women_val,std_age_women_val,n_men_val,mean_age_men_val,std_age_men_val,age_min,age_max
547,n03272562,electric locomotive,http://wordnet-rdf.princeton.edu/wn30/03272562-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
548,n03290653,entertainment center,http://wordnet-rdf.princeton.edu/wn30/03290653-n,1300,50,11,0,14,0.0,19.0,45.0,7.0,27.714285714285715,6.156684327197709,7.0,29.0,8.698658900466592,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.0,45.0
549,n03291819,envelope,http://wordnet-rdf.princeton.edu/wn30/03291819-n,1300,50,18,3,21,-0.4902903378454602,7.0,58.0,8.0,17.75,9.82344135219425,13.0,30.692307692307693,12.31790441717946,12.0,18.0,3,0.7071067811865478,2.0,17.0,1.4142135623730951,1.0,12.0,,7.0,58.0
550,n03297495,espresso maker,http://wordnet-rdf.princeton.edu/wn30/03297495-n,1136,50,13,0,14,-0.5962847939999444,5.0,38.0,5.0,31.8,4.024922359499622,9.0,28.77777777777778,10.95191510396444,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.0,38.0
551,n03314780,face powder,http://wordnet-rdf.princeton.edu/wn30/03314780-n,1153,50,47,2,48,-0.167248402001418,13.0,45.0,22.0,26.727272727272727,7.458978726096733,26.0,31.96153846153846,7.197114806536126,29.0,30.0,2,0.0,2.0,29.5,0.7071067811865476,,,,13.0,45.0
552,n03325584,"feather boa, boa",http://wordnet-rdf.princeton.edu/wn30/03325584-n,1300,50,656,28,867,-0.8202933030674322,2.0,78.0,269.0,28.799256505576206,8.73215875142446,598.0,35.29933110367893,8.938972294535962,10.0,60.0,47,-0.775940289798985,15.0,26.733333333333334,8.606199315996966,32.0,35.40625,10.038183150737087,10.0,60.0
553,n03337140,"file, file cabinet, filing cabinet",http://wordnet-rdf.princeton.edu/wn30/03337140-n,1300,50,15,0,17,-2.37346441585572,13.0,39.0,2.0,31.0,2.8284271247461903,15.0,26.933333333333334,9.66929356753833,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,39.0
554,n03344393,fireboat,http://wordnet-rdf.princeton.edu/wn30/03344393-n,1300,50,4,0,6,-0.7071067811865475,16.0,43.0,2.0,27.0,2.8284271247461903,4.0,30.0,11.224972160321824,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,43.0
555,n03345487,"fire engine, fire truck",http://wordnet-rdf.princeton.edu/wn30/03345487-n,1300,50,16,0,18,-0.7071067811865475,12.0,38.0,6.0,19.166666666666668,5.49241901776136,12.0,25.916666666666668,8.273268380571835,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,38.0
556,n03347037,"fire screen, fireguard",http://wordnet-rdf.princeton.edu/wn30/03347037-n,1300,50,14,0,16,-0.8090398349558905,14.0,63.0,5.0,27.6,3.7815340802378072,11.0,29.545454545454547,12.572697692727973,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,63.0
557,n03355925,"flagpole, flagstaff",http://wordnet-rdf.princeton.edu/wn30/03355925-n,1300,50,7,0,8,-2.267786838055363,18.0,45.0,1.0,26.0,,7.0,35.42857142857143,9.571783930858846,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,45.0
558,n03372029,"flute, transverse flute",http://wordnet-rdf.princeton.edu/wn30/03372029-n,1300,50,572,25,710,-1.2671947745347927,3.0,64.0,165.0,25.763636363636362,8.057636060989138,545.0,32.66238532110092,8.389186722120785,16.0,48.0,38,-0.928414165097055,11.0,25.90909090909091,8.348108114471753,27.0,30.11111111111111,7.228859540509157,16.0,48.0
559,n03376595,folding chair,http://wordnet-rdf.princeton.edu/wn30/03376595-n,1300,50,28,1,30,-0.8728715609439694,13.0,63.0,9.0,22.77777777777778,8.452481555403978,21.0,33.904761904761905,11.291168061386573,26.0,26.0,1,0.0,,,,1.0,26.0,,13.0,63.0
560,n03379051,football helmet,http://wordnet-rdf.princeton.edu/wn30/03379051-n,1300,50,144,3,161,-2.9317636492797448,13.0,55.0,14.0,27.571428571428573,7.612886703218692,147.0,34.46938775510204,7.356207072894366,15.0,39.0,5,0.0,,,,5.0,29.2,8.843076387773658,13.0,55.0
561,n03384352,forklift,http://wordnet-rdf.princeton.edu/wn30/03384352-n,1300,50,18,0,18,-0.9922778767136679,16.0,49.0,5.0,20.4,4.505552130427524,13.0,30.923076923076923,10.226285888675472,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,49.0
562,n03388043,fountain,http://wordnet-rdf.princeton.edu/wn30/03388043-n,1300,50,24,2,24,-2.267786838055363,19.0,50.0,3.0,26.333333333333332,7.505553499465135,21.0,34.23809523809524,8.677008481641366,16.0,36.0,3,0.7071067811865478,2.0,26.0,14.142135623730951,1.0,35.0,,19.0,50.0
563,n03388183,fountain pen,http://wordnet-rdf.princeton.edu/wn30/03388183-n,1300,50,10,0,11,-1.0206207261596578,17.0,44.0,3.0,28.0,9.643650760992955,8.0,31.75,6.453127702351562,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,44.0
564,n03388549,four-poster,http://wordnet-rdf.princeton.edu/wn30/03388549-n,1300,50,13,0,15,-1.055289706022172,16.0,41.0,4.0,30.5,10.246950765959598,11.0,25.818181818181817,7.2913398195144055,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,41.0
565,n03393912,freight car,http://wordnet-rdf.princeton.edu/wn30/03393912-n,1300,50,0,0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
566,n03394916,"French horn, horn",http://wordnet-rdf.princeton.edu/wn30/03394916-n,1300,50,472,18,668,-1.4607929953410463,13.0,65.0,137.0,26.7007299270073,6.725024560969418,531.0,31.73446327683616,8.233566746090549,19.0,49.0,26,0.0,,,,26.0,33.42307692307692,7.327608488029785,13.0,65.0
567,n03400231,"frying pan, frypan, skillet",http://wordnet-rdf.princeton.edu/wn30/03400231-n,1222,50,25,3,27,-1.0987005311470714,13.0,48.0,7.0,27.857142857142858,11.68230244755675,20.0,33.05,5.9953929681135385,13.0,29.0,3,0.7071067811865478,2.0,18.5,7.7781745930520225,1.0,29.0,,13.0,29.0
568,n03404251,fur coat,http://wordnet-rdf.princeton.edu/wn30/03404251-n,1300,50,650,24,751,-0.43896758015348936,1.0,78.0,295.0,27.247457627118646,8.33991622847786,456.0,32.425438596491226,10.063476002741785,13.0,42.0,30,-0.2690691175985248,13.0,24.153846153846153,5.063696835418333,17.0,25.529411764705884,8.109544122967266,13.0,42.0
569,n03417042,"garbage truck, dustcart",http://wordnet-rdf.princeton.edu/wn30/03417042-n,1300,50,3,0,3,-0.7071067811865475,16.0,24.0,1.0,16.0,,2.0,23.5,0.7071067811865476,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,24.0
570,n03424325,"gasmask, respirator, gas helmet",http://wordnet-rdf.princeton.edu/wn30/03424325-n,1300,50,241,4,259,-1.4939802409127874,7.0,66.0,52.0,27.71153846153846,7.61406474233392,207.0,33.81642512077295,8.262391151873068,34.0,37.0,4,0.0,2.0,36.0,1.4142135623730951,2.0,35.0,1.4142135623730951,34.0,37.0
571,n03425413,"gas pump, gasoline pump, petrol pump, island dispenser",http://wordnet-rdf.princeton.edu/wn30/03425413-n,1300,50,33,0,35,-1.1113247657830427,18.0,50.0,9.0,26.88888888888889,6.293735862833069,26.0,32.11538461538461,8.59919495337522,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,18.0,50.0
572,n03443371,goblet,http://wordnet-rdf.princeton.edu/wn30/03443371-n,1300,50,41,2,50,-1.6658534601451302,16.0,60.0,9.0,32.333333333333336,10.943034314119645,41.0,34.951219512195124,9.684914092319547,12.0,33.0,3,-0.7071067811865472,1.0,12.0,,2.0,25.0,11.313708498984761,12.0,33.0
573,n03444034,go-kart,http://wordnet-rdf.princeton.edu/wn30/03444034-n,1300,50,112,3,130,-1.1311941146244304,2.0,67.0,33.0,21.757575757575758,7.500126261563464,97.0,28.783505154639176,10.240063073662062,25.0,45.0,3,0.0,,,,3.0,33.333333333333336,10.408329997330664,25.0,45.0
574,n03445777,golf ball,http://wordnet-rdf.princeton.edu/wn30/03445777-n,1300,50,15,2,15,-1.4999999999999998,11.0,81.0,3.0,29.666666666666668,0.5773502691896258,12.0,34.583333333333336,17.026494505667195,20.0,32.0,2,0.0,2.0,26.0,8.48528137423857,,,,11.0,81.0
575,n03445924,"golfcart, golf cart",http://wordnet-rdf.princeton.edu/wn30/03445924-n,1300,50,133,0,179,-0.8355201024764332,6.0,82.0,55.0,22.345454545454544,6.9634447143322875,124.0,30.516129032258064,10.327549289385102,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,82.0
576,n03447447,gondola,http://wordnet-rdf.princeton.edu/wn30/03447447-n,1300,50,40,1,70,-0.8000946913656626,10.0,60.0,22.0,29.0,10.726025314515114,48.0,34.791666666666664,10.607019621374656,25.0,26.0,2,0.0,2.0,25.5,0.7071067811865476,,,,10.0,60.0
577,n03447721,"gong, tam-tam",http://wordnet-rdf.princeton.edu/wn30/03447721-n,1282,50,134,3,173,-1.5742104459501367,13.0,76.0,33.0,25.545454545454547,7.280500107697398,140.0,31.4,9.675899006435206,16.0,52.0,3,-0.7071067811865472,1.0,16.0,,2.0,34.5,24.748737341529164,16.0,52.0
578,n03450230,gown,http://wordnet-rdf.princeton.edu/wn30/03450230-n,1300,50,544,17,671,-0.3106866355944437,5.0,53.0,284.0,24.14788732394366,5.841180943449224,387.0,28.782945736434108,7.039078087058041,14.0,38.0,21,-0.09534625892455938,10.0,24.3,6.219146064997813,11.0,22.545454545454547,6.562981584061262,5.0,53.0
579,n03452741,"grand piano, grand",http://wordnet-rdf.princeton.edu/wn30/03452741-n,1300,50,92,3,110,-1.3015827469119374,6.0,54.0,25.0,25.84,10.671925786848407,85.0,29.8,7.7225705071624455,23.0,49.0,3,-0.7071067811865472,1.0,23.0,,2.0,37.5,16.263455967290593,6.0,54.0
580,n03457902,"greenhouse, nursery, glasshouse",http://wordnet-rdf.princeton.edu/wn30/03457902-n,1300,50,26,0,36,-1.1547005383792515,13.0,76.0,9.0,28.555555555555557,7.090682462060882,27.0,34.51851851851852,12.395316641533393,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,76.0
581,n03459775,"grille, radiator grille",http://wordnet-rdf.princeton.edu/wn30/03459775-n,1300,50,2,0,3,0.7071067811865478,16.0,29.0,2.0,17.5,2.1213203435596424,1.0,29.0,,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,29.0
582,n03461385,"grocery store, grocery, food market, market",http://wordnet-rdf.princeton.edu/wn30/03461385-n,1300,50,90,1,96,-1.0918391255383455,1.0,60.0,25.0,22.68,7.636098480245,71.0,29.08450704225352,8.044068762356593,30.0,40.0,2,0.0,,,,2.0,35.0,7.0710678118654755,30.0,40.0
583,n03467068,guillotine,http://wordnet-rdf.princeton.edu/wn30/03467068-n,1283,50,48,2,54,-1.0987005311470712,13.0,53.0,14.0,22.142857142857142,6.359210677400179,40.0,29.575,10.911972958459613,18.0,35.0,3,-0.7071067811865475,1.0,34.0,,2.0,26.5,12.020815280171307,18.0,35.0
584,n03476684,hair slide,http://wordnet-rdf.princeton.edu/wn30/03476684-n,1300,50,71,3,78,-0.051298917604257345,12.0,47.0,38.0,27.157894736842106,6.2537613148580276,40.0,28.35,7.385189614425999,22.0,37.0,3,0.0,,,,3.0,27.666666666666668,8.144527815247077,22.0,37.0
585,n03476991,hair spray,http://wordnet-rdf.princeton.edu/wn30/03476991-n,980,50,341,20,452,-0.5408805215831011,2.0,71.0,167.0,27.592814371257486,7.439843637933572,285.0,31.856140350877194,8.68970204727257,17.0,44.0,28,-0.7647191129018729,9.0,24.333333333333332,5.1478150704935,19.0,31.31578947368421,6.540919333778253,2.0,71.0
586,n03478589,half track,http://wordnet-rdf.princeton.edu/wn30/03478589-n,1300,50,6,1,6,-0.7071067811865475,18.0,45.0,2.0,24.5,9.192388155425117,4.0,33.5,9.746794344808963,35.0,35.0,1,0.0,1.0,35.0,,,,,35.0,35.0
587,n03481172,hammer,http://wordnet-rdf.princeton.edu/wn30/03481172-n,1300,50,73,2,81,-1.8498501834898593,15.0,64.0,13.0,26.076923076923077,8.004806248556118,68.0,34.73529411764706,9.354730062330466,13.0,42.0,2,0.0,1.0,13.0,,1.0,42.0,,15.0,64.0
588,n03482405,hamper,http://wordnet-rdf.princeton.edu/wn30/03482405-n,1300,50,24,3,30,-0.872871560943969,13.0,57.0,9.0,33.0,10.665364503850771,21.0,26.904761904761905,8.092618623812454,18.0,34.0,4,0.0,,,,4.0,28.25,7.32006375199925,18.0,34.0
589,n03483316,"hand blower, blow dryer, blow drier, hair dryer, hair drier",http://wordnet-rdf.princeton.edu/wn30/03483316-n,1300,50,252,15,288,-0.6742143456559582,9.0,56.0,98.0,26.79591836734694,7.068091773092299,190.0,31.431578947368422,7.625011241666026,16.0,38.0,18,0.0,9.0,24.22222222222222,5.309844107357997,9.0,31.0,5.0,16.0,38.0
590,n03485407,"hand-held computer, hand-held microcomputer",http://wordnet-rdf.princeton.edu/wn30/03485407-n,1034,50,42,2,47,-1.1222850838908134,14.0,45.0,12.0,26.333333333333332,4.334498677803326,35.0,31.62857142857143,6.553336439356289,25.0,32.0,2,0.0,1.0,25.0,,1.0,32.0,,25.0,32.0
591,n03485794,"handkerchief, hankie, hanky, hankey",http://wordnet-rdf.princeton.edu/wn30/03485794-n,1300,50,34,0,41,-0.9112956546121252,15.0,55.0,12.0,25.25,7.0855165975774455,29.0,34.55172413793103,9.21406613707136,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,15.0,55.0
592,n03492542,"hard disc, hard disk, fixed disk",http://wordnet-rdf.princeton.edu/wn30/03492542-n,1300,50,2,0,2,0.0,26.0,31.0,,,,2.0,28.5,3.5355339059327378,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,31.0
593,n03494278,"harmonica, mouth organ, harp, mouth harp",http://wordnet-rdf.princeton.edu/wn30/03494278-n,1300,50,377,20,445,-1.1443559857188765,5.0,78.0,112.0,22.830357142857142,7.131819818626514,333.0,34.03903903903904,9.723046229934075,17.0,52.0,23,-1.3703203194062985,5.0,26.6,8.961026726887942,18.0,34.05555555555556,7.431825222903917,5.0,78.0
594,n03495258,harp,http://wordnet-rdf.princeton.edu/wn30/03495258-n,1300,50,323,10,346,-1.2183037603189728,13.0,76.0,83.0,25.987951807228917,7.792263167138403,263.0,32.64638783269962,9.804211991807877,13.0,55.0,12,-3.0151134457776365,1.0,13.0,,11.0,30.363636363636363,11.977251164375968,13.0,55.0
595,n03496892,"harvester, reaper",http://wordnet-rdf.princeton.edu/wn30/03496892-n,1300,50,7,0,7,-0.2886751345948127,16.0,40.0,3.0,23.0,7.0,4.0,28.75,10.996211468804457,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,40.0
596,n03498962,hatchet,http://wordnet-rdf.princeton.edu/wn30/03498962-n,891,50,52,7,65,-1.7643113707037699,17.0,71.0,11.0,30.636363636363637,4.177863742936748,54.0,34.98148148148148,8.75988011622271,27.0,46.0,7,0.0,,,,7.0,39.0,6.95221787153807,27.0,46.0
597,n03527444,holster,http://wordnet-rdf.princeton.edu/wn30/03527444-n,1300,50,23,4,23,-0.8504200642707606,16.0,59.0,7.0,25.857142857142858,7.081162132224988,16.0,36.6875,11.914801718870525,24.0,42.0,5,-1.5000000000000004,1.0,28.0,,4.0,34.0,8.12403840463596,16.0,59.0
598,n03529860,"home theater, home theatre",http://wordnet-rdf.princeton.edu/wn30/03529860-n,1300,50,30,1,31,-1.3115784746777812,15.0,77.0,7.0,24.0,6.429100507328637,24.0,30.541666666666668,13.312234211812266,31.0,31.0,1,0.0,,,,1.0,31.0,,31.0,31.0
599,n03530642,honeycomb,http://wordnet-rdf.princeton.edu/wn30/03530642-n,1300,50,8,0,11,-1.6499158227686117,4.0,45.0,2.0,7.5,4.949747468305833,9.0,36.77777777777778,5.14241620684717,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,45.0
600,n03532672,"hook, claw",http://wordnet-rdf.princeton.edu/wn30/03532672-n,1300,50,8,0,9,-1.3363062095621223,22.0,38.0,2.0,25.5,2.1213203435596424,7.0,31.571428571428573,6.023762469230862,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.0,38.0
601,n03534580,"hoopskirt, crinoline",http://wordnet-rdf.princeton.edu/wn30/03534580-n,1300,50,364,13,413,-0.41030827882881515,2.0,70.0,165.0,24.363636363636363,7.30944169658277,248.0,27.879032258064516,8.460044450008592,20.0,36.0,14,0.0,7.0,24.0,3.3166247903554,7.0,31.857142857142858,3.132015933791495,20.0,36.0
602,n03535780,"horizontal bar, high bar",http://wordnet-rdf.princeton.edu/wn30/03535780-n,1300,50,263,11,288,-0.7237450702029214,1.0,56.0,95.0,18.021052631578947,7.628305279245887,193.0,28.134715025906736,8.683826384352415,5.0,34.0,11,-0.18257418583505516,5.0,13.6,7.503332592921628,6.0,22.166666666666668,7.985403350280227,5.0,34.0
603,n03538406,"horse cart, horse-cart",http://wordnet-rdf.princeton.edu/wn30/03538406-n,1300,50,20,0,27,-0.892217816219194,2.0,37.0,8.0,17.25,10.87263931684877,19.0,26.68421052631579,5.981941635538928,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,37.0
604,n03544143,hourglass,http://wordnet-rdf.princeton.edu/wn30/03544143-n,1300,50,26,1,26,-0.4743416490252571,7.0,50.0,10.0,25.5,9.65228815704684,16.0,33.375,6.206179715949794,27.0,27.0,1,0.0,1.0,27.0,,,,,27.0,27.0
605,n03584254,iPod,http://wordnet-rdf.princeton.edu/wn30/03584254-n,1300,50,45,1,47,-1.2562972690740146,12.0,50.0,11.0,26.818181818181817,3.970344615223767,36.0,31.5,9.548373085056353,50.0,50.0,1,0.0,,,,1.0,50.0,,50.0,50.0
606,n03584829,"iron, smoothing iron",http://wordnet-rdf.princeton.edu/wn30/03584829-n,1300,50,58,2,61,-0.8986064433619865,4.0,60.0,18.0,23.833333333333332,9.942481640740938,43.0,30.41860465116279,9.155358977486602,24.0,32.0,3,-0.7071067811865475,1.0,25.0,,2.0,28.0,5.656854249492381,24.0,32.0
607,n03590841,jack-o'-lantern,http://wordnet-rdf.princeton.edu/wn30/03590841-n,1300,50,49,0,58,-1.1024989233414215,11.0,50.0,15.0,25.4,6.265552079198038,43.0,31.023255813953487,8.945571855055073,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,50.0
608,n03594734,"jean, blue jean, denim",http://wordnet-rdf.princeton.edu/wn30/03594734-n,1300,50,154,8,186,-0.5342244506353423,2.0,45.0,69.0,21.63768115942029,7.288126957175246,117.0,28.017094017094017,8.049398034874608,12.0,40.0,13,-0.4743416490252568,5.0,23.2,7.726577508832744,8.0,31.625,6.696214282285605,12.0,40.0
609,n03594945,"jeep, landrover",http://wordnet-rdf.princeton.edu/wn30/03594945-n,1300,50,6,0,6,-1.7888543819998322,25.0,36.0,1.0,25.0,,5.0,31.4,3.049590136395381,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25.0,36.0
610,n03595614,"jersey, T-shirt, tee shirt",http://wordnet-rdf.princeton.edu/wn30/03595614-n,1285,50,334,6,390,-1.4411629807710544,12.0,77.0,81.0,27.71604938271605,6.648749070128219,309.0,35.46601941747573,9.296503532763632,16.0,49.0,12,-1.7888543819998328,2.0,34.5,9.192388155425117,10.0,33.2,9.437513796899408,16.0,49.0
611,n03598930,jigsaw puzzle,http://wordnet-rdf.princeton.edu/wn30/03598930-n,1300,50,86,4,99,-1.0206207261596576,2.0,64.0,27.0,26.333333333333332,8.836114704830573,72.0,34.013888888888886,9.93853370820719,30.0,41.0,5,-1.5000000000000004,1.0,30.0,,4.0,36.5,4.203173404306164,30.0,41.0
612,n03599486,"jinrikisha, ricksha, rickshaw",http://wordnet-rdf.princeton.edu/wn30/03599486-n,1300,50,139,4,163,-1.5290601064576588,2.0,62.0,32.0,22.0625,7.926832748289498,131.0,28.49618320610687,10.4221465719005,15.0,48.0,4,0.0,2.0,33.5,2.1213203435596424,2.0,31.5,23.33452377915607,15.0,48.0
613,n03602883,joystick,http://wordnet-rdf.princeton.edu/wn30/03602883-n,1300,50,21,0,24,-1.7888543819998322,16.0,42.0,4.0,21.75,7.041543391425869,20.0,29.6,6.723094525588645,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,42.0
614,n03617480,kimono,http://wordnet-rdf.princeton.edu/wn30/03617480-n,1300,50,634,22,863,-0.24990043290829278,2.0,70.0,378.0,22.312169312169313,7.092635254769484,485.0,27.610309278350517,8.795113741765682,5.0,39.0,31,0.32686022523030617,18.0,21.944444444444443,7.981391757023643,13.0,28.0,9.451631252505216,5.0,39.0
615,n03623198,knee pad,http://wordnet-rdf.princeton.edu/wn30/03623198-n,1300,50,107,0,146,-0.4789207443461596,3.0,66.0,56.0,19.785714285714285,8.538073629262124,90.0,26.644444444444446,10.221492130471137,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,66.0
616,n03627232,knot,http://wordnet-rdf.princeton.edu/wn30/03627232-n,1300,50,7,2,9,-1.3363062095621223,17.0,38.0,2.0,22.0,7.0710678118654755,7.0,29.285714285714285,7.476948702830715,30.0,33.0,2,0.0,,,,2.0,31.5,2.1213203435596424,30.0,33.0
617,n03630383,"lab coat, laboratory coat",http://wordnet-rdf.princeton.edu/wn30/03630383-n,1300,50,860,37,1166,-1.0013164335513949,2.0,72.0,322.0,26.695652173913043,6.916541622495434,844.0,33.16232227488152,9.063291482079538,19.0,56.0,55,-0.48651277256732806,21.0,27.761904761904763,5.048809383456281,34.0,31.58823529411765,7.612261429047949,19.0,56.0
618,n03633091,ladle,http://wordnet-rdf.princeton.edu/wn30/03633091-n,1300,50,86,6,100,-1.0361306468792115,2.0,54.0,27.0,23.74074074074074,7.959477140696891,73.0,31.383561643835616,8.162635292372565,33.0,53.0,9,0.0,,,,9.0,40.77777777777778,7.22457226723108,33.0,53.0
619,n03637318,"lampshade, lamp shade",http://wordnet-rdf.princeton.edu/wn30/03637318-n,1300,50,8,0,8,0.0,17.0,57.0,,,,8.0,33.5,11.084094137869043,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,57.0
620,n03642806,"laptop, laptop computer",http://wordnet-rdf.princeton.edu/wn30/03642806-n,1300,50,178,7,232,-0.7768459084753437,7.0,76.0,74.0,24.472972972972972,7.173434577877961,158.0,32.06962025316456,9.304554797638755,14.0,35.0,8,-0.5163977794943223,3.0,16.333333333333332,2.081665999466133,5.0,29.6,7.231873892705818,7.0,76.0
621,n03649909,"lawn mower, mower",http://wordnet-rdf.princeton.edu/wn30/03649909-n,1300,50,63,2,65,-0.6827688932004727,10.0,59.0,22.0,24.318181818181817,6.439360835158095,43.0,29.348837209302324,9.949596117503445,18.0,18.0,2,0.0,1.0,18.0,,1.0,18.0,,10.0,59.0
622,n03657121,"lens cap, lens cover",http://wordnet-rdf.princeton.edu/wn30/03657121-n,1300,50,102,5,105,-0.7071067811865474,6.0,60.0,35.0,24.257142857142856,10.97682815309236,70.0,33.42857142857143,7.662389661255227,17.0,44.0,5,-1.4999999999999996,1.0,17.0,,4.0,34.25,7.804912982645397,6.0,60.0
623,n03658185,"letter opener, paper knife, paperknife",http://wordnet-rdf.princeton.edu/wn30/03658185-n,986,50,6,0,6,-1.7888543819998322,17.0,35.0,1.0,30.0,,5.0,27.6,7.127411872482185,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.0,35.0
624,n03661043,library,http://wordnet-rdf.princeton.edu/wn30/03661043-n,1300,50,81,4,110,-0.826233949132865,12.0,79.0,34.0,21.970588235294116,5.812657526663827,76.0,30.75,11.800706193557513,24.0,40.0,5,-1.5000000000000004,1.0,24.0,,4.0,35.5,3.872983346207417,12.0,79.0
625,n03662601,lifeboat,http://wordnet-rdf.princeton.edu/wn30/03662601-n,1300,50,7,0,9,-0.7071067811865474,16.0,37.0,3.0,22.0,9.539392014169456,6.0,26.5,7.842193570679061,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.0,37.0
626,n03666591,"lighter, light, igniter, ignitor",http://wordnet-rdf.princeton.edu/wn30/03666591-n,1300,50,67,4,71,-1.1331668394168082,8.0,88.0,18.0,25.27777777777778,6.1050177583742835,53.0,31.264150943396228,10.688151137872662,24.0,33.0,5,-0.4082482904638628,2.0,25.0,0.0,3.0,29.666666666666668,4.932882862316247,8.0,88.0
627,n03670208,"limousine, limo",http://wordnet-rdf.princeton.edu/wn30/03670208-n,1300,50,81,1,143,-0.630582594591819,16.0,53.0,50.0,26.38,7.006964465473489,93.0,33.46236559139785,7.951700856864778,26.0,26.0,1,0.0,,,,1.0,26.0,,16.0,53.0
628,n03673027,"liner, ocean liner",http://wordnet-rdf.princeton.edu/wn30/03673027-n,1300,50,3,0,3,-0.7071067811865475,28.0,33.0,1.0,30.0,,2.0,30.5,3.5355339059327378,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28.0,33.0
629,n03676483,"lipstick, lip rouge",http://wordnet-rdf.princeton.edu/wn30/03676483-n,1300,50,271,7,293,-0.5295891793109438,3.0,90.0,109.0,26.853211009174313,5.475240038833059,184.0,32.125,7.476054670922554,13.0,40.0,8,1.1547005383792515,6.0,23.333333333333332,7.393691004272944,2.0,38.0,2.8284271247461903,13.0,40.0
